product_id,date,price
846726,2006-10-11,158.8
846726,2006-10-12,158.65
846726,2006-10-13,158.15
846726,2006-10-16,157.91
846726,2006-10-18,158.05
846726,2006-10-19,158.02
846726,2006-10-25,157.61
846726,2006-10-26,157.7
846726,2006-10-31,159.33
846726,2006-11-03,159.6
846726,2006-11-06,159.17
846726,2006-11-07,159.29
846726,2006-11-10,160.16
846726,2006-11-13,160.37
846726,2006-11-14,159.43
846726,2006-11-15,159.66
846726,2006-11-17,159.35
846726,2006-11-20,159.98
846726,2006-11-23,159.01
846726,2006-11-24,160.07
846726,2006-11-28,160.35
846726,2006-11-29,160.0
846726,2006-11-30,160.26
846726,2006-12-04,159.92
846726,2006-12-05,159.57
846726,2006-12-11,158.8
846726,2006-12-12,158.88
846726,2006-12-14,159.17
846726,2006-12-15,158.9
846726,2006-12-18,158.0
846726,2006-12-19,158.1
846726,2006-12-21,158.17
846726,2006-12-22,158.3
846726,2006-12-27,158.25
846726,2007-01-02,157.12
846726,2007-01-03,157.95
846726,2007-01-04,157.57
846726,2007-01-05,156.93
846726,2007-01-08,156.8
846726,2007-01-09,156.48
846726,2007-01-10,156.2
846726,2007-01-15,155.9
846726,2007-01-16,155.87
846726,2007-01-18,155.44
846726,2007-01-19,156.2
846726,2007-01-22,156.2
846726,2007-01-23,156.75
846726,2007-01-24,156.34
846726,2007-01-25,156.2
846726,2007-01-31,155.75
846726,2007-02-02,155.7
846726,2007-02-05,156.3
846726,2007-02-06,156.6
846726,2007-02-12,155.7
846726,2007-02-13,155.05
846726,2007-02-15,156.37
846726,2007-02-16,156.3
846726,2007-02-19,155.89
846726,2007-02-23,156.19
846726,2007-02-26,157.12
846726,2007-02-27,157.42
846726,2007-02-28,157.4
846726,2007-03-05,157.85
846726,2007-03-06,157.94
846726,2007-03-09,157.14
846726,2007-03-12,156.65
846726,2007-03-13,157.61
846726,2007-03-14,157.57
846726,2007-03-20,157.56
846726,2007-03-21,157.02
846726,2007-03-22,157.36
846726,2007-03-23,156.87
846726,2007-03-30,156.25
846726,2007-04-03,155.61
846726,2007-04-05,155.57
846726,2007-04-10,155.45
846726,2007-04-11,154.85
846726,2007-04-12,155.3
846726,2007-04-13,154.31
846726,2007-04-16,154.48
846726,2007-04-17,154.69
846726,2007-04-18,155.47
846726,2007-04-19,155.18
846726,2007-04-23,155.21
846726,2007-04-25,155.08
846726,2007-04-26,154.85
846726,2007-04-27,155.17
846726,2007-05-02,155.39
846726,2007-05-03,155.1
846726,2007-05-04,155.18
846726,2007-05-08,155.18
846726,2007-05-09,155.51
846726,2007-05-10,155.28
846726,2007-05-11,155.36
846726,2007-05-15,154.61
846726,2007-05-21,154.63
846726,2007-05-23,154.5
846726,2007-05-24,154.17
846726,2007-05-29,154.19
846726,2007-05-31,154.19
846726,2007-06-01,154.0
846726,2007-06-04,154.0
846726,2007-06-12,152.66
846726,2007-06-13,152.07
846726,2007-06-14,152.34
846726,2007-06-15,151.96
846726,2007-06-18,152.19
846726,2007-06-19,152.53
846726,2007-06-20,153.13
846726,2007-06-21,152.5
846726,2007-06-22,152.38
846726,2007-06-25,152.81
846726,2007-06-26,152.56
846726,2007-06-27,153.41
846726,2007-06-28,153.36
846726,2007-06-29,153.36
846726,2007-07-02,153.76
846726,2007-07-03,153.34
846726,2007-07-04,153.2
846726,2007-07-05,153.01
846726,2007-07-06,152.64
846726,2007-07-09,152.83
846726,2007-07-10,153.5
846726,2007-07-11,153.86
846726,2007-07-12,152.85
846726,2007-07-13,153.09
846726,2007-07-16,153.48
846726,2007-07-17,153.57
846726,2007-07-18,153.57
846726,2007-07-19,153.72
846726,2007-07-20,154.45
846726,2007-07-23,155.09
846726,2007-07-24,155.01
846726,2007-07-25,154.91
846726,2007-07-26,155.62
846726,2007-07-27,155.28
846726,2007-07-30,155.85
846726,2007-07-31,155.62
846726,2007-08-01,156.21
846726,2007-08-02,155.47
846726,2007-08-03,155.85
846726,2007-08-06,155.32
846726,2007-08-07,155.4
846726,2007-08-08,155.05
846726,2007-08-09,155.49
846726,2007-08-10,155.05
846726,2007-08-13,155.41
846726,2007-08-14,155.1
846726,2007-08-15,155.59
846726,2007-08-16,156.05
846726,2007-08-17,154.19
846726,2007-08-20,156.21
846726,2007-08-21,156.79
846726,2007-08-22,156.22
846726,2007-08-23,156.0
846726,2007-08-24,156.63
846726,2007-08-27,155.98
846726,2007-08-28,156.11
846726,2007-08-29,157.08
846726,2007-08-30,156.63
846726,2007-08-31,156.0
846726,2007-09-03,156.19
846726,2007-09-04,155.16
846726,2007-09-05,156.09
846726,2007-09-06,156.75
846726,2007-09-07,157.0
846726,2007-09-10,157.35
846726,2007-09-11,158.04
846726,2007-09-12,157.45
846726,2007-09-13,157.42
846726,2007-09-14,157.33
846726,2007-09-17,157.41
846726,2007-09-18,157.6
846726,2007-09-19,156.8
846726,2007-09-20,156.06
846726,2007-09-21,156.09
846726,2007-09-24,155.99
846726,2007-09-25,156.31
846726,2007-09-26,156.19
846726,2007-09-27,156.42
846726,2007-09-28,156.73
846726,2007-10-01,157.03
846726,2007-10-02,156.78
846726,2007-10-03,157.27
846726,2007-10-04,157.71
846726,2007-10-05,157.37
846726,2007-10-08,157.14
846726,2007-10-09,157.5
846726,2007-10-10,157.23
846726,2007-10-11,156.48
846726,2007-10-12,155.95
846726,2007-10-15,156.12
846726,2007-10-16,156.23
846726,2007-10-17,156.45
846726,2007-10-18,157.05
846726,2007-10-19,158.02
846726,2007-10-22,158.41
846726,2007-10-23,158.44
846726,2007-10-24,159.13
846726,2007-10-25,159.88
846726,2007-10-26,159.25
846726,2007-10-29,159.49
846726,2007-10-30,159.3
846726,2007-10-31,158.77
846726,2007-11-01,161.76
846726,2007-11-02,160.53
846726,2007-11-05,160.56
846726,2007-11-06,160.65
846726,2007-11-07,160.93
846726,2007-11-08,160.9
846726,2007-11-09,161.33
846726,2007-11-12,161.38
846726,2007-11-13,161.59
846726,2007-11-14,161.08
846726,2007-11-15,160.83
846726,2007-11-16,160.9
846726,2007-11-19,161.45
846726,2007-11-20,161.2
846726,2007-11-21,162.02
846726,2007-11-22,161.19
846726,2007-11-23,161.49
846726,2007-11-26,161.19
846726,2007-11-27,162.24
846726,2007-11-28,161.19
846726,2007-11-29,161.01
846726,2007-11-30,160.39
846726,2007-12-03,160.54
846726,2007-12-04,161.51
846726,2007-12-05,161.09
846726,2007-12-06,161.42
846726,2007-12-07,160.18
846726,2007-12-10,159.73
846726,2007-12-11,159.62
846726,2007-12-12,159.44
846726,2007-12-13,159.29
846726,2007-12-14,159.35
846726,2007-12-17,159.52
846726,2007-12-18,159.28
846726,2007-12-19,160.1
846726,2007-12-20,160.46
846726,2007-12-21,160.3
846726,2007-12-27,159.21
846726,2007-12-28,160.07
846726,2007-12-31,159.06
846726,2008-01-03,161.6
846726,2008-01-04,162.23
846726,2008-01-07,161.84
846726,2008-01-09,161.47
846726,2008-01-10,161.75
846726,2008-01-14,162.55
846726,2008-01-15,163.1
846726,2008-01-16,163.69
846726,2008-01-17,163.7
846726,2008-01-18,163.6
846726,2008-01-21,163.8
846726,2008-01-22,163.5
846726,2008-01-23,163.0
846726,2008-01-24,162.71
846726,2008-01-28,163.32
846726,2008-01-29,163.21
846726,2008-01-31,163.43
846726,2008-02-01,164.07
846726,2008-02-04,164.05
846726,2008-02-05,164.22
846726,2008-02-07,164.71
846726,2008-02-08,163.62
846726,2008-02-11,165.46
846726,2008-02-12,164.91
846726,2008-02-14,163.79
846726,2008-02-18,163.85
846726,2008-02-19,164.1
846726,2008-02-21,164.1
846726,2008-02-22,164.15
846726,2008-02-25,163.8
846726,2008-02-26,162.98
846726,2008-02-27,163.99
846726,2008-02-28,164.45
846726,2008-02-29,165.66
846726,2008-03-03,165.96
846726,2008-03-05,165.29
846726,2008-03-06,165.35
846726,2008-03-07,165.38
846726,2008-03-10,165.95
846726,2008-03-11,165.88
846726,2008-03-12,166.15
846726,2008-03-13,166.24
846726,2008-03-14,165.71
846726,2008-03-17,165.64
846726,2008-03-18,164.97
846726,2008-03-20,164.46
846726,2008-03-25,163.63
846726,2008-03-27,163.45
846726,2008-03-28,163.68
846726,2008-03-31,164.75
846726,2008-04-01,163.68
846726,2008-04-02,163.8
846726,2008-04-03,163.68
846726,2008-04-04,163.71
846726,2008-04-07,163.57
846726,2008-04-08,163.35
846726,2008-04-09,163.3
846726,2008-04-10,164.37
846726,2008-04-11,163.6
846726,2008-04-14,164.03
846726,2008-04-15,164.13
846726,2008-04-16,163.3
846726,2008-04-17,162.7
846726,2008-04-18,162.25
846726,2008-04-21,163.16
846726,2008-04-23,163.1
846726,2008-04-24,163.0
846726,2008-04-25,162.3
846726,2008-04-28,162.33
846726,2008-04-29,163.32
846726,2008-04-30,163.15
846726,2008-05-02,163.4
846726,2008-05-06,163.91
846726,2008-05-07,164.22
846726,2008-05-08,165.43
846726,2008-05-09,165.76
846726,2008-05-12,165.35
846726,2008-05-13,164.8
846726,2008-05-14,163.71
846726,2008-05-15,163.11
846726,2008-05-16,163.37
846726,2008-05-19,163.13
846726,2008-05-20,163.54
846726,2008-05-21,163.23
846726,2008-05-22,163.98
846726,2008-05-23,163.87
846726,2008-05-26,163.24
846726,2008-05-27,163.24
846726,2008-05-28,164.09
846726,2008-05-29,163.38
846726,2008-05-30,164.0
846726,2008-06-02,164.42
846726,2008-06-03,163.21
846726,2008-06-04,163.39
846726,2008-06-05,163.33
846726,2008-06-06,163.01
846726,2008-06-09,163.54
846726,2008-06-10,163.03
846726,2008-06-11,162.01
846726,2008-06-12,161.65
846726,2008-06-13,161.1
846726,2008-06-16,161.87
846726,2008-06-17,161.75
846726,2008-06-18,162.23
846726,2008-06-19,161.55
846726,2008-06-20,161.93
846726,2008-06-23,162.09
846726,2008-06-24,162.07
846726,2008-06-25,162.58
846726,2008-06-26,162.91
846726,2008-06-27,163.65
846726,2008-06-30,162.87
846726,2008-07-01,164.35
846726,2008-07-02,164.5
846726,2008-07-03,164.5
846726,2008-07-04,164.92
846726,2008-07-07,165.37
846726,2008-07-08,164.0
846726,2008-07-09,164.48
846726,2008-07-10,165.14
846726,2008-07-11,165.84
846726,2008-07-14,165.76
846726,2008-07-15,165.71
846726,2008-07-16,164.4
846726,2008-07-17,163.78
846726,2008-07-18,163.12
846726,2008-07-21,162.97
846726,2008-07-22,163.42
846726,2008-07-23,163.0
846726,2008-07-24,163.38
846726,2008-07-25,163.82
846726,2008-07-28,163.68
846726,2008-07-29,163.88
846726,2008-07-30,164.3
846726,2008-07-31,165.24
846726,2008-08-04,165.84
846726,2008-08-05,165.38
846726,2008-08-06,165.3
846726,2008-08-07,167.13
846726,2008-08-08,165.69
846726,2008-08-11,165.58
846726,2008-08-12,166.75
846726,2008-08-13,166.84
846726,2008-08-14,166.96
846726,2008-08-15,166.63
846726,2008-08-18,167.46
846726,2008-08-19,166.98
846726,2008-08-20,167.53
846726,2008-08-21,166.96
846726,2008-08-22,166.68
846726,2008-08-25,167.03
846726,2008-08-26,167.36
846726,2008-08-27,166.29
846726,2008-08-28,166.07
846726,2008-08-29,165.9
846726,2008-09-01,166.45
846726,2008-09-02,164.74
846726,2008-09-03,166.03
846726,2008-09-04,166.55
846726,2008-09-05,167.0
846726,2008-09-08,165.95
846726,2008-09-09,166.14
846726,2008-09-10,165.89
846726,2008-09-11,166.0
846726,2008-09-12,165.41
846726,2008-09-15,164.9
846726,2008-09-16,165.97
846726,2008-09-17,165.09
846726,2008-09-18,164.46
846726,2008-09-19,162.79
846726,2008-09-22,162.4
846726,2008-09-23,163.81
846726,2008-09-24,164.73
846726,2008-09-25,164.38
846726,2008-09-26,165.0
846726,2008-09-29,165.46
846726,2008-09-30,164.46
846726,2008-10-01,164.41
846726,2008-10-02,163.87
846726,2008-10-03,164.5
846726,2008-10-06,164.91
846726,2008-10-07,164.83
846726,2008-10-08,164.67
846726,2008-10-09,162.81
846726,2008-10-10,158.48
846726,2008-10-13,159.89
846726,2008-10-14,161.29
846726,2008-10-15,160.2
846726,2008-10-16,158.25
846726,2008-10-17,158.68
846726,2008-10-20,158.5
846726,2008-10-21,158.46
846726,2008-10-22,159.77
846726,2008-10-23,160.89
846726,2008-10-24,161.5
846726,2008-10-27,161.0
846726,2008-10-28,158.56
846726,2008-10-30,156.3
846726,2008-10-31,154.16
846726,2008-11-03,155.1
846726,2008-11-04,156.09
846726,2008-11-05,155.32
846726,2008-11-06,157.57
846726,2008-11-07,158.12
846726,2008-11-10,157.5
846726,2008-11-11,157.36
846726,2008-11-12,157.94
846726,2008-11-13,157.15
846726,2008-11-14,156.76
846726,2008-11-17,157.08
846726,2008-11-18,158.8
846726,2008-11-19,159.89
846726,2008-11-20,161.05
846726,2008-11-21,159.5
846726,2008-11-24,159.25
846726,2008-11-25,156.85
846726,2008-11-26,156.78
846726,2008-11-27,157.1
846726,2008-11-28,157.79
846726,2008-12-01,158.47
846726,2008-12-02,160.53
846726,2008-12-03,163.68
846726,2008-12-04,163.85
846726,2008-12-05,163.66
846726,2008-12-08,162.89
846726,2008-12-09,162.26
846726,2008-12-10,162.43
846726,2008-12-11,162.25
846726,2008-12-12,164.77
846726,2008-12-15,164.69
846726,2008-12-16,165.05
846726,2008-12-17,166.0
846726,2008-12-18,166.35
846726,2008-12-19,165.41
846726,2008-12-22,164.87
846726,2008-12-23,164.92
846726,2008-12-24,166.06
846726,2008-12-29,166.02
846726,2008-12-30,165.43
846726,2008-12-31,165.81
846726,2009-01-02,165.0
846726,2009-01-05,165.47
846726,2009-01-06,163.08
846726,2009-01-07,163.92
846726,2009-01-08,166.0
846726,2009-01-09,167.46
846726,2009-01-12,167.81
846726,2009-01-13,167.0
846726,2009-01-14,166.29
846726,2009-01-15,166.01
846726,2009-01-16,164.45
846726,2009-01-19,164.7
846726,2009-01-20,165.01
846726,2009-01-21,164.25
846726,2009-01-22,162.63
846726,2009-01-23,161.33
846726,2009-01-26,160.79
846726,2009-01-27,162.33
846726,2009-01-28,163.68
846726,2009-01-29,164.71
846726,2009-01-30,164.8
846726,2009-02-02,165.7
846726,2009-02-03,165.0
846726,2009-02-04,165.37
846726,2009-02-05,164.8
846726,2009-02-06,164.62
846726,2009-02-09,164.37
846726,2009-02-10,164.0
846726,2009-02-11,164.0
846726,2009-02-12,164.86
846726,2009-02-13,164.35
846726,2009-02-16,164.53
846726,2009-02-17,164.29
846726,2009-02-18,163.16
846726,2009-02-19,162.85
846726,2009-02-20,163.5
846726,2009-02-23,162.84
846726,2009-02-24,161.91
846726,2009-02-25,162.7
846726,2009-02-26,161.73
846726,2009-02-27,162.34
846726,2009-03-02,162.97
846726,2009-03-03,162.91
846726,2009-03-04,162.96
846726,2009-03-05,163.07
846726,2009-03-06,163.43
846726,2009-03-09,164.17
846726,2009-03-10,163.65
846726,2009-03-11,163.1
846726,2009-03-12,164.0
846726,2009-03-13,164.35
846726,2009-03-16,164.8
846726,2009-03-17,165.33
846726,2009-03-18,164.25
846726,2009-03-19,165.86
846726,2009-03-20,166.66
846726,2009-03-23,166.85
846726,2009-03-24,165.63
846726,2009-03-25,165.71
846726,2009-03-26,166.35
846726,2009-03-27,167.29
846726,2009-03-30,165.23
846726,2009-03-31,166.45
846726,2009-04-01,166.85
846726,2009-04-02,166.35
846726,2009-04-03,166.17
846726,2009-04-06,167.06
846726,2009-04-07,166.59
846726,2009-04-08,166.57
846726,2009-04-09,166.69
846726,2009-04-14,167.37
846726,2009-04-15,167.78
846726,2009-04-16,167.48
846726,2009-04-17,167.51
846726,2009-04-20,168.2
846726,2009-04-21,168.48
846726,2009-04-22,168.19
846726,2009-04-23,168.01
846726,2009-04-24,168.82
846726,2009-04-27,168.32
846726,2009-04-28,168.35
846726,2009-04-29,168.29
846726,2009-04-30,169.56
846726,2009-05-04,169.47
846726,2009-05-05,169.56
846726,2009-05-06,169.6
846726,2009-05-07,169.33
846726,2009-05-08,169.57
846726,2009-05-11,169.6
846726,2009-05-12,169.56
846726,2009-05-13,169.67
846726,2009-05-14,170.04
846726,2009-05-15,170.31
846726,2009-05-18,171.32
846726,2009-05-19,171.55
846726,2009-05-20,171.54
846726,2009-05-21,172.3
846726,2009-05-22,172.0
846726,2009-05-25,171.4
846726,2009-05-26,170.5
846726,2009-05-27,169.99
846726,2009-05-28,170.58
846726,2009-05-29,170.5
846726,2009-06-01,170.5
846726,2009-06-02,169.52
846726,2009-06-03,170.61
846726,2009-06-04,169.11
846726,2009-06-05,168.73
846726,2009-06-08,169.22
846726,2009-06-09,170.37
846726,2009-06-10,169.47
846726,2009-06-11,169.16
846726,2009-06-12,170.13
846726,2009-06-15,170.08
846726,2009-06-16,169.18
846726,2009-06-17,169.95
846726,2009-06-18,169.39
846726,2009-06-19,170.38
846726,2009-06-22,170.35
846726,2009-06-23,169.61
846726,2009-06-24,169.94
846726,2009-06-25,170.56
846726,2009-06-26,171.19
846726,2009-06-29,171.21
846726,2009-06-30,171.92
846726,2009-07-01,171.61
846726,2009-07-02,172.5
846726,2009-07-03,172.51
846726,2009-07-06,172.41
846726,2009-07-07,172.26
846726,2009-07-08,172.28
846726,2009-07-09,172.18
846726,2009-07-10,172.14
846726,2009-07-13,172.09
846726,2009-07-14,171.53
846726,2009-07-15,171.13
846726,2009-07-16,172.27
846726,2009-07-17,171.49
846726,2009-07-20,171.93
846726,2009-07-21,171.88
846726,2009-07-22,171.75
846726,2009-07-23,171.18
846726,2009-07-24,171.61
846726,2009-07-27,171.67
846726,2009-07-28,172.53
846726,2009-07-29,172.0
846726,2009-07-30,172.82
846726,2009-07-31,174.18
846726,2009-08-03,173.55
846726,2009-08-04,173.57
846726,2009-08-05,174.02
846726,2009-08-06,173.71
846726,2009-08-07,173.08
846726,2009-08-10,174.19
846726,2009-08-11,173.81
846726,2009-08-12,173.92
846726,2009-08-13,174.3
846726,2009-08-14,174.88
846726,2009-08-17,175.31
846726,2009-08-18,174.87
846726,2009-08-19,175.48
846726,2009-08-20,175.52
846726,2009-08-21,175.28
846726,2009-08-24,175.58
846726,2009-08-25,176.0
846726,2009-08-26,176.2
846726,2009-08-27,175.69
846726,2009-08-28,175.73
846726,2009-08-31,176.25
846726,2009-09-01,175.81
846726,2009-09-02,175.67
846726,2009-09-03,175.16
846726,2009-09-04,175.44
846726,2009-09-07,175.77
846726,2009-09-08,175.73
846726,2009-09-09,175.57
846726,2009-09-10,175.69
846726,2009-09-11,176.4
846726,2009-09-14,176.42
846726,2009-09-15,176.75
846726,2009-09-16,177.35
846726,2009-09-17,176.35
846726,2009-09-18,176.66
846726,2009-09-21,176.44
846726,2009-09-22,176.24
846726,2009-09-23,176.12
846726,2009-09-24,176.63
846726,2009-09-25,177.14
846726,2009-09-28,176.7
846726,2009-09-29,177.18
846726,2009-09-30,177.83
846726,2009-10-01,178.16
846726,2009-10-02,178.71
846726,2009-10-05,179.01
846726,2009-10-06,178.58
846726,2009-10-07,179.05
846726,2009-10-08,179.13
846726,2009-10-09,178.14
846726,2009-10-12,178.64
846726,2009-10-13,177.98
846726,2009-10-14,177.32
846726,2009-10-15,176.16
846726,2009-10-16,176.33
846726,2009-10-19,176.44
846726,2009-10-20,177.08
846726,2009-10-21,176.04
846726,2009-10-22,176.37
846726,2009-10-23,175.54
846726,2009-10-26,175.3
846726,2009-10-27,175.95
846726,2009-10-28,176.31
846726,2009-10-29,175.71
846726,2009-10-30,176.67
846726,2009-11-02,176.38
846726,2009-11-03,175.99
846726,2009-11-04,176.12
846726,2009-11-05,176.24
846726,2009-11-06,176.23
846726,2009-11-09,176.75
846726,2009-11-10,177.33
846726,2009-11-11,177.39
846726,2009-11-12,177.13
846726,2009-11-13,176.33
846726,2009-11-16,176.42
846726,2009-11-17,176.87
846726,2009-11-18,177.07
846726,2009-11-19,176.81
846726,2009-11-20,177.1
846726,2009-11-23,177.35
846726,2009-11-24,177.26
846726,2009-11-25,177.05
846726,2009-11-26,177.35
846726,2009-11-27,177.77
846726,2009-11-30,178.39
846726,2009-12-01,179.08
846726,2009-12-02,179.44
846726,2009-12-03,179.54
846726,2009-12-04,178.77
846726,2009-12-07,179.32
846726,2009-12-08,179.06
846726,2009-12-09,177.79
846726,2009-12-10,177.53
846726,2009-12-11,177.86
846726,2009-12-14,177.67
846726,2009-12-15,177.0
846726,2009-12-16,178.3
846726,2009-12-17,178.93
846726,2009-12-18,179.29
846726,2009-12-21,179.09
846726,2009-12-22,179.15
846726,2009-12-23,178.6
846726,2009-12-24,178.91
846726,2009-12-28,178.25
846726,2009-12-29,178.58
846726,2009-12-30,178.26
846726,2009-12-31,179.14
846726,2010-01-04,178.06
846726,2010-01-05,177.99
846726,2010-01-06,177.73
846726,2010-01-07,178.03
846726,2010-01-08,177.71
846726,2010-01-11,177.83
846726,2010-01-12,178.23
846726,2010-01-13,177.67
846726,2010-01-14,177.67
846726,2010-01-15,177.27
846726,2010-01-18,177.28
846726,2010-01-19,177.45
846726,2010-01-20,177.16
846726,2010-01-21,177.68
846726,2010-01-22,177.07
846726,2010-01-25,177.01
846726,2010-01-26,177.27
846726,2010-01-27,176.66
846726,2010-01-28,176.49
846726,2010-01-29,176.63
846726,2010-02-01,177.39
846726,2010-02-02,177.6
846726,2010-02-03,177.77
846726,2010-02-04,177.86
846726,2010-02-05,177.89
846726,2010-02-08,176.92
846726,2010-02-09,176.96
846726,2010-02-10,176.99
846726,2010-02-11,176.83
846726,2010-02-12,176.79
846726,2010-02-15,176.92
846726,2010-02-16,176.85
846726,2010-02-17,176.95
846726,2010-02-18,176.39
846726,2010-02-19,176.15
846726,2010-02-22,176.24
846726,2010-02-23,176.46
846726,2010-02-24,177.25
846726,2010-02-25,176.81
846726,2010-02-26,177.04
846726,2010-03-01,177.41
846726,2010-03-02,177.73
846726,2010-03-03,177.54
846726,2010-03-04,177.8
846726,2010-03-05,178.22
846726,2010-03-08,178.21
846726,2010-03-09,178.13
846726,2010-03-10,178.13
846726,2010-03-11,177.7
846726,2010-03-12,178.02
846726,2010-03-15,177.93
846726,2010-03-16,178.3
846726,2010-03-17,178.21
846726,2010-03-18,177.83
846726,2010-03-19,177.9
846726,2010-03-22,178.02
846726,2010-03-23,178.4
846726,2010-03-24,178.51
846726,2010-03-25,178.5
846726,2010-03-26,179.06
846726,2010-03-29,179.47
846726,2010-03-30,180.09
846726,2010-03-31,181.11
846726,2010-04-01,181.14
846726,2010-04-06,180.22
846726,2010-04-07,180.12
846726,2010-04-08,180.05
846726,2010-04-09,179.75
846726,2010-04-12,179.92
846726,2010-04-13,180.06
846726,2010-04-14,180.24
846726,2010-04-15,180.21
846726,2010-04-16,180.39
846726,2010-04-19,180.13
846726,2010-04-20,180.01
846726,2010-04-21,180.0
846726,2010-04-22,180.14
846726,2010-04-23,180.28
846726,2010-04-26,180.72
846726,2010-04-27,181.12
846726,2010-04-28,180.38
846726,2010-04-29,180.97
846726,2010-04-30,181.68
846726,2010-05-03,181.65
846726,2010-05-04,182.5
846726,2010-05-05,182.27
846726,2010-05-06,181.22
846726,2010-05-07,180.79
846726,2010-05-10,182.75
846726,2010-05-11,182.78
846726,2010-05-12,183.55
846726,2010-05-13,183.6
846726,2010-05-14,183.36
846726,2010-05-17,183.26
846726,2010-05-18,183.5
846726,2010-05-19,183.93
846726,2010-05-20,182.96
846726,2010-05-21,183.03
846726,2010-05-24,183.45
846726,2010-05-25,182.48
846726,2010-05-26,182.23
846726,2010-05-27,181.33
846726,2010-05-28,182.49
846726,2010-05-31,183.23
846726,2010-06-01,182.59
846726,2010-06-02,182.08
846726,2010-06-03,181.83
846726,2010-06-04,182.25
846726,2010-06-07,181.04
846726,2010-06-08,179.73
846726,2010-06-09,180.89
846726,2010-06-10,182.16
846726,2010-06-11,182.11
846726,2010-06-14,181.7
846726,2010-06-15,181.43
846726,2010-06-16,181.5
846726,2010-06-17,181.64
846726,2010-06-18,181.42
846726,2010-06-21,181.73
846726,2010-06-22,181.77
846726,2010-06-23,181.34
846726,2010-06-24,180.68
846726,2010-06-25,180.32
846726,2010-06-28,180.3
846726,2010-06-29,180.42
846726,2010-06-30,180.73
846726,2010-07-01,181.15
846726,2010-07-02,181.43
846726,2010-07-05,181.93
846726,2010-07-06,181.51
846726,2010-07-07,181.03
846726,2010-07-08,181.49
846726,2010-07-09,181.68
846726,2010-07-12,182.25
